Year,State,CoC Number,Measures,Count
1/1/12,NY,NY-500,Unsheltered Chronically Homeless Individuals,0
1/1/12,NY,NY-500,Unsheltered Chronically Homeless People in Families,0
1/1/12,NY,NY-500,Unsheltered Homeless,0
1/1/12,NY,NY-500,Unsheltered Homeless Individuals,0
1/1/12,NY,NY-500,Unsheltered Homeless People in Families,0
1/1/12,NY,NY-500,Unsheltered Homeless Veterans,0
1/1/12,NY,NY-501,Chronically Homeless,38
1/1/12,NY,NY-501,Chronically Homeless Individuals,34
1/1/12,NY,NY-501,Chronically Homeless People in Families,4
1/1/12,NY,NY-501,Homeless Individuals,220
1/1/12,NY,NY-501,Homeless People in Families,85
1/1/12,NY,NY-501,Homeless Veterans,23
1/1/12,NY,NY-501,Sheltered Chronically Homeless,26
1/1/12,NY,NY-501,Sheltered Chronically Homeless Individuals,22
1/1/12,NY,NY-501,Sheltered Chronically Homeless People in Families,4
1/1/12,NY,NY-501,Sheltered Homeless,286
1/1/12,NY,NY-501,Sheltered Homeless Individuals,203
1/1/12,NY,NY-501,Sheltered Homeless People in Families,83
1/1/12,NY,NY-501,Sheltered Homeless Veterans,10
1/1/12,NY,NY-501,Total Homeless,305
1/1/12,NY,NY-501,Unsheltered Chronically Homeless,12
1/1/12,NY,NY-501,Unsheltered Chronically Homeless Individuals,12
1/1/12,NY,NY-501,Unsheltered Chronically Homeless People in Families,0
1/1/12,NY,NY-501,Unsheltered Homeless,19
1/1/12,NY,NY-501,Unsheltered Homeless Individuals,17
1/1/12,NY,NY-501,Unsheltered Homeless People in Families,2
1/1/12,NY,NY-501,Unsheltered Homeless Veterans,13
1/1/12,NY,NY-503,Chronically Homeless,108
1/1/12,NY,NY-503,Chronically Homeless Individuals,95
1/1/12,NY,NY-503,Chronically Homeless People in Families,13
1/1/12,NY,NY-503,Homeless Individuals,372
1/1/12,NY,NY-503,Homeless People in Families,218
1/1/12,NY,NY-503,Homeless Veterans,112
1/1/12,NY,NY-503,Sheltered Chronically Homeless,80
1/1/12,NY,NY-503,Sheltered Chronically Homeless Individuals,67
1/1/12,NY,NY-503,Sheltered Chronically Homeless People in Families,13
1/1/12,NY,NY-503,Sheltered Homeless,562
1/1/12,NY,NY-503,Sheltered Homeless Individuals,344
1/1/12,NY,NY-503,Sheltered Homeless People in Families,218
1/1/12,NY,NY-503,Sheltered Homeless Veterans,107
1/1/12,NY,NY-503,Total Homeless,590
1/1/12,NY,NY-503,Unsheltered Chronically Homeless,28
1/1/12,NY,NY-503,Unsheltered Chronically Homeless Individuals,28
1/1/12,NY,NY-503,Unsheltered Chronically Homeless People in Families,0
1/1/12,NY,NY-503,Unsheltered Homeless,28
1/1/12,NY,NY-503,Unsheltered Homeless Individuals,28
1/1/12,NY,NY-503,Unsheltered Homeless People in Families,0
1/1/12,NY,NY-503,Unsheltered Homeless Veterans,5
1/1/12,NY,NY-504,Chronically Homeless,6
1/1/12,NY,NY-504,Chronically Homeless Individuals,6
1/1/12,NY,NY-504,Chronically Homeless People in Families,0
1/1/12,NY,NY-504,Homeless Individuals,11
1/1/12,NY,NY-504,Homeless People in Families,27
1/1/12,NY,NY-504,Homeless Veterans,3
1/1/12,NY,NY-504,Sheltered Chronically Homeless,5
1/1/12,NY,NY-504,Sheltered Chronically Homeless Individuals,5
1/1/12,NY,NY-504,Sheltered Chronically Homeless People in Families,0
1/1/12,NY,NY-504,Sheltered Homeless,37
1/1/12,NY,NY-504,Sheltered Homeless Individuals,10
1/1/12,NY,NY-504,Sheltered Homeless People in Families,27
1/1/12,NY,NY-504,Sheltered Homeless Veterans,3
1/1/12,NY,NY-504,Total Homeless,38
1/1/12,NY,NY-504,Unsheltered Chronically Homeless,1
1/1/12,NY,NY-504,Unsheltered Chronically Homeless Individuals,1
1/1/12,NY,NY-504,Unsheltered Chronically Homeless People in Families,0
1/1/12,NY,NY-504,Unsheltered Homeless,1
1/1/12,NY,NY-504,Unsheltered Homeless Individuals,1
1/1/12,NY,NY-504,Unsheltered Homeless People in Families,0
1/1/12,NY,NY-504,Unsheltered Homeless Veterans,0
1/1/12,NY,NY-505,Chronically Homeless,119
1/1/12,NY,NY-505,Chronically Homeless Individuals,104
1/1/12,NY,NY-505,Chronically Homeless People in Families,15
1/1/12,NY,NY-505,Homeless Individuals,653
1/1/12,NY,NY-505,Homeless People in Families,229
1/1/12,NY,NY-505,Homeless Veterans,69
1/1/12,NY,NY-505,Sheltered Chronically Homeless,105
1/1/12,NY,NY-505,Sheltered Chronically Homeless Individuals,92
1/1/12,NY,NY-505,Sheltered Chronically Homeless People in Families,13
1/1/12,NY,NY-505,Sheltered Homeless,866
1/1/12,NY,NY-505,Sheltered Homeless Individuals,637
1/1/12,NY,NY-505,Sheltered Homeless People in Families,229
1/1/12,NY,NY-505,Sheltered Homeless Veterans,69
1/1/12,NY,NY-505,Total Homeless,882
1/1/12,NY,NY-505,Unsheltered Chronically Homeless,14
1/1/12,NY,NY-505,Unsheltered Chronically Homeless Individuals,12
1/1/12,NY,NY-505,Unsheltered Chronically Homeless People in Families,2
1/1/12,NY,NY-505,Unsheltered Homeless,16
1/1/12,NY,NY-505,Unsheltered Homeless Individuals,16
1/1/12,NY,NY-505,Unsheltered Homeless People in Families,0
1/1/12,NY,NY-505,Unsheltered Homeless Veterans,0
1/1/12,NY,NY-506,Chronically Homeless,3
1/1/12,NY,NY-506,Chronically Homeless Individuals,3
1/1/12,NY,NY-506,Chronically Homeless People in Families,0
1/1/12,NY,NY-506,Homeless Individuals,35
1/1/12,NY,NY-506,Homeless People in Families,37
1/1/12,NY,NY-506,Homeless Veterans,0
1/1/12,NY,NY-506,Sheltered Chronically Homeless,2
1/1/12,NY,NY-506,Sheltered Chronically Homeless Individuals,2
1/1/12,NY,NY-506,Sheltered Chronically Homeless People in Families,0
1/1/12,NY,NY-506,Sheltered Homeless,64
1/1/12,NY,NY-506,Sheltered Homeless Individuals,27
1/1/12,NY,NY-506,Sheltered Homeless People in Families,37
1/1/12,NY,NY-506,Sheltered Homeless Veterans,0
1/1/12,NY,NY-506,Total Homeless,72
1/1/12,NY,NY-506,Unsheltered Chronically Homeless,1
1/1/12,NY,NY-506,Unsheltered Chronically Homeless Individuals,1
1/1/12,NY,NY-506,Unsheltered Chronically Homeless People in Families,0
1/1/12,NY,NY-506,Unsheltered Homeless,8
1/1/12,NY,NY-506,Unsheltered Homeless Individuals,8
1/1/12,NY,NY-506,Unsheltered Homeless People in Families,0
1/1/12,NY,NY-506,Unsheltered Homeless Veterans,0
1/1/12,NY,NY-507,Chronically Homeless,59
1/1/12,NY,NY-507,Chronically Homeless Individuals,49
1/1/12,NY,NY-507,Chronically Homeless People in Families,10
1/1/12,NY,NY-507,Homeless Individuals,190
1/1/12,NY,NY-507,Homeless People in Families,97
1/1/12,NY,NY-507,Homeless Veterans,14
1/1/12,NY,NY-507,Sheltered Chronically Homeless,50
1/1/12,NY,NY-507,Sheltered Chronically Homeless Individuals,40
1/1/12,NY,NY-507,Sheltered Chronically Homeless People in Families,10
1/1/12,NY,NY-507,Sheltered Homeless,269
1/1/12,NY,NY-507,Sheltered Homeless Individuals,172
1/1/12,NY,NY-507,Sheltered Homeless People in Families,97
1/1/12,NY,NY-507,Sheltered Homeless Veterans,12
1/1/12,NY,NY-507,Total Homeless,287
1/1/12,NY,NY-507,Unsheltered Chronically Homeless,9
1/1/12,NY,NY-507,Unsheltered Chronically Homeless Individuals,9
1/1/12,NY,NY-507,Unsheltered Chronically Homeless People in Families,0
1/1/12,NY,NY-507,Unsheltered Homeless,18
1/1/12,NY,NY-507,Unsheltered Homeless Individuals,18
1/1/12,NY,NY-507,Unsheltered Homeless People in Families,0
1/1/12,NY,NY-507,Unsheltered Homeless Veterans,2
1/1/12,NY,NY-508,Chronically Homeless,133
1/1/12,NY,NY-508,Chronically Homeless Individuals,131
1/1/12,NY,NY-508,Chronically Homeless People in Families,2
1/1/12,NY,NY-508,Homeless Individuals,770
1/1/12,NY,NY-508,Homeless People in Families,413
1/1/12,NY,NY-508,Homeless Veterans,67
1/1/12,NY,NY-508,Sheltered Chronically Homeless,87
1/1/12,NY,NY-508,Sheltered Chronically Homeless Individuals,85
1/1/12,NY,NY-508,Sheltered Chronically Homeless People in Families,2
1/1/12,NY,NY-508,Sheltered Homeless,"1,067"
1/1/12,NY,NY-508,Sheltered Homeless Individuals,654
1/1/12,NY,NY-508,Sheltered Homeless People in Families,413
1/1/12,NY,NY-508,Sheltered Homeless Veterans,63
1/1/12,NY,NY-508,Total Homeless,"1,183"
1/1/12,NY,NY-508,Unsheltered Chronically Homeless,46
1/1/12,NY,NY-508,Unsheltered Chronically Homeless Individuals,46
1/1/12,NY,NY-508,Unsheltered Chronically Homeless People in Families,0
1/1/12,NY,NY-508,Unsheltered Homeless,116
1/1/12,NY,NY-508,Unsheltered Homeless Individuals,116
1/1/12,NY,NY-508,Unsheltered Homeless People in Families,0
1/1/12,NY,NY-508,Unsheltered Homeless Veterans,4
1/1/12,NY,NY-510,Chronically Homeless,13
1/1/12,NY,NY-510,Chronically Homeless Individuals,13
1/1/12,NY,NY-510,Chronically Homeless People in Families,0
1/1/12,NY,NY-510,Homeless Individuals,39
1/1/12,NY,NY-510,Homeless People in Families,29
1/1/12,NY,NY-510,Homeless Veterans,1
1/1/12,NY,NY-510,Sheltered Chronically Homeless,2
1/1/12,NY,NY-510,Sheltered Chronically Homeless Individuals,2
1/1/12,NY,NY-510,Sheltered Chronically Homeless People in Families,0
1/1/12,NY,NY-510,Sheltered Homeless,53
1/1/12,NY,NY-510,Sheltered Homeless Individuals,24
1/1/12,NY,NY-510,Sheltered Homeless People in Families,29
1/1/12,NY,NY-510,Sheltered Homeless Veterans,0
1/1/12,NY,NY-510,Total Homeless,68
1/1/12,NY,NY-510,Unsheltered Chronically Homeless,11
1/1/12,NY,NY-510,Unsheltered Chronically Homeless Individuals,11
1/1/12,NY,NY-510,Unsheltered Chronically Homeless People in Families,0
1/1/12,NY,NY-510,Unsheltered Homeless,15
1/1/12,NY,NY-510,Unsheltered Homeless Individuals,15
1/1/12,NY,NY-510,Unsheltered Homeless People in Families,0
1/1/12,NY,NY-510,Unsheltered Homeless Veterans,1
1/1/12,NY,NY-511,Chronically Homeless,0
1/1/12,NY,NY-511,Chronically Homeless Individuals,0
1/1/12,NY,NY-511,Chronically Homeless People in Families,0
1/1/12,NY,NY-511,Homeless Individuals,283
1/1/12,NY,NY-511,Homeless People in Families,9
1/1/12,NY,NY-511,Homeless Veterans,5
1/1/12,NY,NY-511,Sheltered Chronically Homeless,0
1/1/12,NY,NY-511,Sheltered Chronically Homeless Individuals,0
1/1/12,NY,NY-511,Sheltered Chronically Homeless People in Families,0
1/1/12,NY,NY-511,Sheltered Homeless,281
1/1/12,NY,NY-511,Sheltered Homeless Individuals,272
1/1/12,NY,NY-511,Sheltered Homeless People in Families,9
1/1/12,NY,NY-511,Sheltered Homeless Veterans,5
1/1/12,NY,NY-511,Total Homeless,292
1/1/12,NY,NY-511,Unsheltered Chronically Homeless,0
1/1/12,NY,NY-511,Unsheltered Chronically Homeless Individuals,0
1/1/12,NY,NY-511,Unsheltered Chronically Homeless People in Families,0
1/1/12,NY,NY-511,Unsheltered Homeless,11
1/1/12,NY,NY-511,Unsheltered Homeless Individuals,11
1/1/12,NY,NY-511,Unsheltered Homeless People in Families,0
1/1/12,NY,NY-511,Unsheltered Homeless Veterans,0
1/1/12,NY,NY-512,Chronically Homeless,54
1/1/12,NY,NY-512,Chronically Homeless Individuals,36
1/1/12,NY,NY-512,Chronically Homeless People in Families,18
1/1/12,NY,NY-512,Homeless Individuals,83
1/1/12,NY,NY-512,Homeless People in Families,142
1/1/12,NY,NY-512,Homeless Veterans,8
1/1/12,NY,NY-512,Sheltered Chronically Homeless,26
1/1/12,NY,NY-512,Sheltered Chronically Homeless Individuals,8
1/1/12,NY,NY-512,Sheltered Chronically Homeless People in Families,18
1/1/12,NY,NY-512,Sheltered Homeless,176
1/1/12,NY,NY-512,Sheltered Homeless Individuals,34
1/1/12,NY,NY-512,Sheltered Homeless People in Families,142
1/1/12,NY,NY-512,Sheltered Homeless Veterans,5
1/1/12,NY,NY-512,Total Homeless,225
1/1/12,NY,NY-512,Unsheltered Chronically Homeless,28
1/1/12,NY,NY-512,Unsheltered Chronically Homeless Individuals,28
1/1/12,NY,NY-512,Unsheltered Chronically Homeless People in Families,0
1/1/12,NY,NY-512,Unsheltered Homeless,49
1/1/12,NY,NY-512,Unsheltered Homeless Individuals,49
1/1/12,NY,NY-512,Unsheltered Homeless People in Families,0
1/1/12,NY,NY-512,Unsheltered Homeless Veterans,3
1/1/12,NY,NY-513,Chronically Homeless,5
1/1/12,NY,NY-513,Chronically Homeless Individuals,5
1/1/12,NY,NY-513,Chronically Homeless People in Families,0
1/1/12,NY,NY-513,Homeless Individuals,84
1/1/12,NY,NY-513,Homeless People in Families,37
1/1/12,NY,NY-513,Homeless Veterans,39
1/1/12,NY,NY-513,Sheltered Chronically Homeless,5
1/1/12,NY,NY-513,Sheltered Chronically Homeless Individuals,5
1/1/12,NY,NY-513,Sheltered Chronically Homeless People in Families,0
1/1/12,NY,NY-513,Sheltered Homeless,121
1/1/12,NY,NY-513,Sheltered Homeless Individuals,84
1/1/12,NY,NY-513,Sheltered Homeless People in Families,37
1/1/12,NY,NY-513,Sheltered Homeless Veterans,39
1/1/12,NY,NY-513,Total Homeless,121
1/1/12,NY,NY-513,Unsheltered Chronically Homeless,0
1/1/12,NY,NY-513,Unsheltered Chronically Homeless Individuals,0
1/1/12,NY,NY-513,Unsheltered Chronically Homeless People in Families,0
1/1/12,NY,NY-513,Unsheltered Homeless,0
1/1/12,NY,NY-513,Unsheltered Homeless Individuals,0
1/1/12,NY,NY-513,Unsheltered Homeless People in Families,0
1/1/12,NY,NY-513,Unsheltered Homeless Veterans,0
1/1/12,NY,NY-514,Chronically Homeless,0
1/1/12,NY,NY-514,Chronically Homeless Individuals,0
1/1/12,NY,NY-514,Chronically Homeless People in Families,0
1/1/12,NY,NY-514,Homeless Individuals,27
1/1/12,NY,NY-514,Homeless People in Families,6
1/1/12,NY,NY-514,Homeless Veterans,0
1/1/12,NY,NY-514,Sheltered Chronically Homeless,0
1/1/12,NY,NY-514,Sheltered Chronically Homeless Individuals,0
1/1/12,NY,NY-514,Sheltered Chronically Homeless People in Families,0
1/1/12,NY,NY-514,Sheltered Homeless,33
1/1/12,NY,NY-514,Sheltered Homeless Individuals,27
1/1/12,NY,NY-514,Sheltered Homeless People in Families,6
1/1/12,NY,NY-514,Sheltered Homeless Veterans,0
1/1/12,NY,NY-514,Total Homeless,33
1/1/12,NY,NY-514,Unsheltered Chronically Homeless,0
1/1/12,NY,NY-514,Unsheltered Chronically Homeless Individuals,0
1/1/12,NY,NY-514,Unsheltered Chronically Homeless People in Families,0
1/1/12,NY,NY-514,Unsheltered Homeless,0
1/1/12,NY,NY-514,Unsheltered Homeless Individuals,0
1/1/12,NY,NY-514,Unsheltered Homeless People in Families,0
1/1/12,NY,NY-514,Unsheltered Homeless Veterans,0
1/1/12,NY,NY-516,Chronically Homeless,36
1/1/12,NY,NY-516,Chronically Homeless Individuals,31
1/1/12,NY,NY-516,Chronically Homeless People in Families,5
1/1/12,NY,NY-516,Homeless Individuals,149
1/1/12,NY,NY-516,Homeless People in Families,87
1/1/12,NY,NY-516,Homeless Veterans,14
1/1/12,NY,NY-516,Sheltered Chronically Homeless,36
1/1/12,NY,NY-516,Sheltered Chronically Homeless Individuals,31
1/1/12,NY,NY-516,Sheltered Chronically Homeless People in Families,5
1/1/12,NY,NY-516,Sheltered Homeless,219
1/1/12,NY,NY-516,Sheltered Homeless Individuals,137
1/1/12,NY,NY-516,Sheltered Homeless People in Families,82
1/1/12,NY,NY-516,Sheltered Homeless Veterans,6
1/1/12,NY,NY-516,Total Homeless,236
1/1/12,NY,NY-516,Unsheltered Chronically Homeless,0
1/1/12,NY,NY-516,Unsheltered Chronically Homeless Individuals,0
1/1/12,NY,NY-516,Unsheltered Chronically Homeless People in Families,0
1/1/12,NY,NY-516,Unsheltered Homeless,17
1/1/12,NY,NY-516,Unsheltered Homeless Individuals,12
1/1/12,NY,NY-516,Unsheltered Homeless People in Families,5
1/1/12,NY,NY-516,Unsheltered Homeless Veterans,8
1/1/12,NY,NY-518,Chronically Homeless,19
1/1/12,NY,NY-518,Chronically Homeless Individuals,19
1/1/12,NY,NY-518,Chronically Homeless People in Families,0
1/1/12,NY,NY-518,Homeless Individuals,85
1/1/12,NY,NY-518,Homeless People in Families,91
1/1/12,NY,NY-518,Homeless Veterans,8
1/1/12,NY,NY-518,Sheltered Chronically Homeless,15
1/1/12,NY,NY-518,Sheltered Chronically Homeless Individuals,15
1/1/12,NY,NY-518,Sheltered Chronically Homeless People in Families,0
1/1/12,NY,NY-518,Sheltered Homeless,154
1/1/12,NY,NY-518,Sheltered Homeless Individuals,77
1/1/12,NY,NY-518,Sheltered Homeless People in Families,77
1/1/12,NY,NY-518,Sheltered Homeless Veterans,6
1/1/12,NY,NY-518,Total Homeless,176
1/1/12,NY,NY-518,Unsheltered Chronically Homeless,4
1/1/12,NY,NY-518,Unsheltered Chronically Homeless Individuals,4
1/1/12,NY,NY-518,Unsheltered Chronically Homeless People in Families,0
1/1/12,NY,NY-518,Unsheltered Homeless,22
1/1/12,NY,NY-518,Unsheltered Homeless Individuals,8
1/1/12,NY,NY-518,Unsheltered Homeless People in Families,14
1/1/12,NY,NY-518,Unsheltered Homeless Veterans,2
1/1/12,NY,NY-519,Chronically Homeless,5
1/1/12,NY,NY-519,Chronically Homeless Individuals,0
1/1/12,NY,NY-519,Chronically Homeless People in Families,5
1/1/12,NY,NY-519,Homeless Individuals,60
1/1/12,NY,NY-519,Homeless People in Families,72
1/1/12,NY,NY-519,Homeless Veterans,4
1/1/12,NY,NY-519,Sheltered Chronically Homeless,5
1/1/12,NY,NY-519,Sheltered Chronically Homeless Individuals,0
1/1/12,NY,NY-519,Sheltered Chronically Homeless People in Families,5
1/1/12,NY,NY-519,Sheltered Homeless,132
1/1/12,NY,NY-519,Sheltered Homeless Individuals,60
1/1/12,NY,NY-519,Sheltered Homeless People in Families,72
1/1/12,NY,NY-519,Sheltered Homeless Veterans,4
1/1/12,NY,NY-519,Total Homeless,132
1/1/12,NY,NY-519,Unsheltered Chronically Homeless,0
1/1/12,NY,NY-519,Unsheltered Chronically Homeless Individuals,0
1/1/12,NY,NY-519,Unsheltered Chronically Homeless People in Families,0
1/1/12,NY,NY-519,Unsheltered Homeless,0
1/1/12,NY,NY-519,Unsheltered Homeless Individuals,0
1/1/12,NY,NY-519,Unsheltered Homeless People in Families,0
1/1/12,NY,NY-519,Unsheltered Homeless Veterans,0
1/1/12,NY,NY-520,Chronically Homeless,7
1/1/12,NY,NY-520,Chronically Homeless Individuals,3
1/1/12,NY,NY-520,Chronically Homeless People in Families,4
1/1/12,NY,NY-520,Homeless Individuals,14
1/1/12,NY,NY-520,Homeless People in Families,0
1/1/12,NY,NY-520,Homeless Veterans,0
1/1/12,NY,NY-520,Sheltered Chronically Homeless,0
1/1/12,NY,NY-520,Sheltered Chronically Homeless Individuals,0
1/1/12,NY,NY-520,Sheltered Chronically Homeless People in Families,0
1/1/12,NY,NY-520,Sheltered Homeless,5
1/1/12,NY,NY-520,Sheltered Homeless Individuals,5
1/1/12,NY,NY-520,Sheltered Homeless People in Families,0
1/1/12,NY,NY-520,Sheltered Homeless Veterans,0
1/1/12,NY,NY-520,Total Homeless,14
1/1/12,NY,NY-520,Unsheltered Chronically Homeless,7
1/1/12,NY,NY-520,Unsheltered Chronically Homeless Individuals,3
1/1/12,NY,NY-520,Unsheltered Chronically Homeless People in Families,4
1/1/12,NY,NY-520,Unsheltered Homeless,9
1/1/12,NY,NY-520,Unsheltered Homeless Individuals,9
1/1/12,NY,NY-520,Unsheltered Homeless People in Families,0
1/1/12,NY,NY-520,Unsheltered Homeless Veterans,0
1/1/12,NY,NY-522,Chronically Homeless,16
1/1/12,NY,NY-522,Chronically Homeless Individuals,11
1/1/12,NY,NY-522,Chronically Homeless People in Families,5
1/1/12,NY,NY-522,Homeless Individuals,82
1/1/12,NY,NY-522,Homeless People in Families,13
1/1/12,NY,NY-522,Homeless Veterans,34
1/1/12,NY,NY-522,Sheltered Chronically Homeless,10
1/1/12,NY,NY-522,Sheltered Chronically Homeless Individuals,10
1/1/12,NY,NY-522,Sheltered Chronically Homeless People in Families,0
1/1/12,NY,NY-522,Sheltered Homeless,81
1/1/12,NY,NY-522,Sheltered Homeless Individuals,73
1/1/12,NY,NY-522,Sheltered Homeless People in Families,8
1/1/12,NY,NY-522,Sheltered Homeless Veterans,33
1/1/12,NY,NY-522,Total Homeless,95
1/1/12,NY,NY-522,Unsheltered Chronically Homeless,6
1/1/12,NY,NY-522,Unsheltered Chronically Homeless Individuals,1
1/1/12,NY,NY-522,Unsheltered Chronically Homeless People in Families,5
1/1/12,NY,NY-522,Unsheltered Homeless,14
1/1/12,NY,NY-522,Unsheltered Homeless Individuals,9
1/1/12,NY,NY-522,Unsheltered Homeless People in Families,5
1/1/12,NY,NY-522,Unsheltered Homeless Veterans,1
1/1/12,NY,NY-523,Chronically Homeless,51
1/1/12,NY,NY-523,Chronically Homeless Individuals,38
1/1/12,NY,NY-523,Chronically Homeless People in Families,13
1/1/12,NY,NY-523,Homeless Individuals,174
1/1/12,NY,NY-523,Homeless People in Families,125
1/1/12,NY,NY-523,Homeless Veterans,38
1/1/12,NY,NY-523,Sheltered Chronically Homeless,37
1/1/12,NY,NY-523,Sheltered Chronically Homeless Individuals,24
1/1/12,NY,NY-523,Sheltered Chronically Homeless People in Families,13
1/1/12,NY,NY-523,Sheltered Homeless,262
1/1/12,NY,NY-523,Sheltered Homeless Individuals,150
1/1/12,NY,NY-523,Sheltered Homeless People in Families,112
1/1/12,NY,NY-523,Sheltered Homeless Veterans,34
1/1/12,NY,NY-523,Total Homeless,299
1/1/12,NY,NY-523,Unsheltered Chronically Homeless,14
1/1/12,NY,NY-523,Unsheltered Chronically Homeless Individuals,14
1/1/12,NY,NY-523,Unsheltered Chronically Homeless People in Families,0
1/1/12,NY,NY-523,Unsheltered Homeless,37
1/1/12,NY,NY-523,Unsheltered Homeless Individuals,24
1/1/12,NY,NY-523,Unsheltered Homeless People in Families,13
1/1/12,NY,NY-523,Unsheltered Homeless Veterans,4
1/1/12,NY,NY-600,Chronically Homeless,"3,277"
1/1/12,NY,NY-600,Chronically Homeless Individuals,"2,988"
1/1/12,NY,NY-600,Chronically Homeless People in Families,289
1/1/12,NY,NY-600,Homeless Individuals,"23,543"
1/1/12,NY,NY-600,Homeless People in Families,"33,129"
1/1/12,NY,NY-600,Homeless Veterans,"3,790"
1/1/12,NY,NY-600,Sheltered Chronically Homeless,"1,189"
1/1/12,NY,NY-600,Sheltered Chronically Homeless Individuals,900
1/1/12,NY,NY-600,Sheltered Chronically Homeless People in Families,289
1/1/12,NY,NY-600,Sheltered Homeless,"53,410"
1/1/12,NY,NY-600,Sheltered Homeless Individuals,"20,281"
1/1/12,NY,NY-600,Sheltered Homeless People in Families,"33,129"
1/1/12,NY,NY-600,Sheltered Homeless Veterans,"3,266"
1/1/12,NY,NY-600,Total Homeless,"56,672"
